
615	NUNUZ.ÁB			(U+1226D NUNUZ plus U+12016 AB2)
615	NUNUZ.KISIM5			(U+1226D NUNUZ plus U+121A8 KISIM5)
616	LAḪTAN (NUNUZ.ÁB×LA or     NUNUZ.KISIM5×LA)		U+12274	CUNEIFORM SIGN NUNUZ AB2 TIMES LA
617	LÁḪTAN (NUNUZ.ÁB×SÌLA or    NUNUZ.KISIM5×SÌLA)		U+12276	CUNEIFORM SIGN NUNUZ AB2 TIMES SILA3
618	NUNUZ.ÁB×KÀD or    NUNUZ.KISIM5×KÀD		U+12273	CUNEIFORM SIGN NUNUZ AB2 TIMES KAD3
619	ÙSAN (NUNUZ.ÁB×AŠGAB or     NUNUZ.KISIM5×AŠGAB)		U+1226E	CUNEIFORM SIGN NUNUZ AB2 TIMES ASHGAB
620	NUNUZ.ÁB×NE or     NUNUZ.KISIM5×NE		U+12275	CUNEIFORM SIGN NUNUZ AB2 TIMES NE
621	MÙD (NUNUZ.ÁB×BI)		U+1226F	CUNEIFORM SIGN NUNUZ AB2 TIMES BI
621	MÙD (NUNUZ.KISIM5×BI)		U+12278	CUNEIFORM SIGN NUNUZ KISIM5 TIMES BI
622	NUNUZ.ÁB×BI.U or     NUNUZ.KISIM5×BI.U (MÙD.U)		U+12279	CUNEIFORM SIGN NUNUZ KISIM5 TIMES BI U
623	NUNUZ.ÁB×GU4 or     NUNUZ.KISIM5×GU4		U+12271	CUNEIFORM SIGN NUNUZ AB2 TIMES GUD
624	NUNUZ.ÁB×Ú+BA or     NUNUZ.KISIM5×Ú+BA			
625	NUNUZ.ÁB×DUG or     NUNUZ.KISIM5×DUG		U+12270	CUNEIFORM SIGN NUNUZ AB2 TIMES DUG
626	NUNUZ.ÁB×GÚG+BÙLUG(MUNU4) or     NUNUZ.KISIM5×GÚG+BÙLUG(MUNU4)			
626	NUNUZ.ÁB×BÙLUG(MUNU4)+GÚG or     NUNUZ.KISIM5×BÙLUG(MUNU4)+GÚG			
627	NUNUZ.ÁB×SIG7		U+12272	CUNEIFORM SIGN NUNUZ AB2 TIMES IGI GUNU
628	ZIB		U+12366	CUNEIFORM SIGN ZIB
629			U+1244B	CUNEIFORM NUMERIC SIGN THREE ASH TENU
630			U+12461	CUNEIFORM NUMERIC SIGN OLD ASSYRIAN ONE SIXTH
631	ḪI (DÙG)		U+1212D	CUNEIFORM SIGN HI
632	ŠÁR		U+122B9	CUNEIFORM SIGN SHAR2
633	TÍ			
634	SÙR (ḪI.AŠ, ḪI×AŠ)		U+1212E	CUNEIFORM SIGN HI TIMES ASH
635	Aʾ		U+1202A	CUNEIFORM SIGN ALEPH
636	AḪ (UḪ; ḪI×NUN)		U+12134	CUNEIFORM SIGN HI TIMES NUN
637	AḪ.KASKAL			(U+12134 HI TIMES NUN plus U+1219C KASKAL)
638	AḪ.ME			(U+12134 HI TIMES NUN plus U+12228 ME)
639	AḪ.ME.U			(U+12134 HI TIMES NUN plus U+12228 ME plus U+1230B U) 
640	KAM (ḪI.BAD)			(U+1212D HI plus U+12041 BAD)
641	IM		U+1214E	CUNEIFORM SIGN IM
641	IM		U+1224E	CUNEIFORM SIGN NI2
641	IM%IM		U+12150	CUNEIFORM SIGN IM CROSSING IM
641	4×IM		U+12152	CUNEIFORM SIGN IM SQUARED
642			U+1214F	CUNEIFORM SIGN IM TIMES TAK4
643	BIR (ḪI×ŠE)		U+12135	CUNEIFORM SIGN HI TIMES SHE
644	ḪAR (ḪUR; ḪI×ÁŠ)		U+1212F	CUNEIFORM SIGN HI TIMES ASH2
645	ḪUS (ḪI.GÌR)			(U+1212D HI plus U+1210A GIR3)
646	SUḪUR		U+122E6	CUNEIFORM SIGN SUHUR
647	GE22		U+1203A	CUNEIFORM SIGN ASH KABA TENU
648	ZUBUR		U+1236D	CUNEIFORM SIGN ZUBUR
649	ŠÚŠUR		U+1203D	CUNEIFORM SIGN ASH OVER ASH OVER ASH CROSSING ASH OVER ASH OVER ASH
650	ŠÁR×GAD		U+12132	CUNEIFORM SIGN HI TIMES GAD
651	ŠÁR×GAL+DIŠ		U+12432	CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS DISH
652	ŠÁR×GAL+MIN		U+12433	CUNEIFORM NUMERIC SIGN SHAR2 TIMES GAL PLUS MIN
653	ŠÁR×U		U+1242C	CUNEIFORM NUMERIC SIGN ONE SHARU
654	ŠÁR×U@g			
655	ŠÁR×MAN		U+1242D	CUNEIFORM NUMERIC SIGN TWO SHARU
656	ŠÁR×EŠ		U+1242E	CUNEIFORM NUMERIC SIGN THREE SHARU
656	ŠÁR×EŠ		U+1242F	CUNEIFORM NUMERIC SIGN THREE SHARU VARIANT FORM
657	ŠÁR×NIMIN		U+12430	CUNEIFORM NUMERIC SIGN FOUR SHARU
658	ŠÁR×NINNU		U+12431	CUNEIFORM NUMERIC SIGN FIVE SHARU
659	ŠÁR×DIŠ (ḪI×DIŠ ?)		U+12131	CUNEIFORM SIGN HI TIMES DISH
660	ḪI×KIN		U+12133	CUNEIFORM SIGN HI TIMES KIN
661	U, BÙR		U+1230B	CUNEIFORM SIGN U
662	U@g, BÙR@g		U+12434	CUNEIFORM NUMERIC SIGN ONE BURU
663	UGU (U.KA)			(U+1230B U plus U+12157 KA)
664	U.ITI			(U+1230B U plu U+12317 UD PLUS U PLUS U PLUS U)
665	UDUN (U.MU)			(U+1230B U plus U+1222C MU)
666	ŠIBIR (U.BURU14)			(U+1230B U plus U+12098 EN TIMES GAN2
667	GÀKKUL (U.DIM)			(U+1230B U plus U+12074 DIM)
668	GAKKUL (U.MUN; U.DIM×KUR; U.DIM×ŠE)			(U+1230B U plus U+12075 DIM TIMES SHE
669	U.GUR			(U+1230B U plus U+12125 GUR)
670	U.DAR (AŠDAR; U.GÙN)			(U+1230B U plus U+1206F DAR)
671	SAGŠU (U.SAG)			(U+1230B U plus U+12295 SAG)
672	ÁB (LID)		U+12016	CUNEIFORM SIGN AB2
673			U+1201B	CUNEIFORM SIGN AB2 TIMES TAK4
674	KIR6 (ÁB×KÁR)		U+12018	CUNEIFORM SIGN AB2 TIMES GAN2 TENU
675	GIRI16 (GÌR×KÁR)		U+1210C	CUNEIFORM SIGN GIR3 TIMES GAN2 TENU
676	LILIZ (ÁB×BALAG)		U+12017	CUNEIFORM SIGN AB2 TIMES BALAG
677	LIBIŠ (ÁB×ŠÀ)		U+1201A	CUNEIFORM SIGN AB2 TIMES SHA3
678	KIŠ		U+121A7	CUNEIFORM SIGN KISH
679	MEZE (ÁB×ME+EN)		U+12019	CUNEIFORM SIGN AB2 TIMES ME PLUS EN
680	ÁB×A			(Hittite)
681	MI		U+1222A	CUNEIFORM SIGN MI
682	GUL (SÚN)		U+12122	CUNEIFORM SIGN GUL
683	GIR4 (U.AD)			(U+1230B U plus U+1201C AD)
684	ŠAGAN (U.GAN)			(U+1230B U plus U+120F6 GAN)
685	PAN		U+1227C	CUNEIFORM SIGN PAN
686	GIM (DÍM)		U+12076	CUNEIFORM SIGN DIM2
687	KISIM5		U+121A8	CUNEIFORM SIGN KISIM5
687	KISIM5&KISIM5		U+121A9	CUNEIFORM SIGN KISIM5 OVER KISIM5
688	DÚBUR (ḪI×U)		U+12136	CUNEIFORM SIGN HI TIMES U
689	NÁ (NÚ)		U+1223F	CUNEIFORM SIGN NA2
690	NIM (NUM)		U+1224F	CUNEIFORM SIGN NIM
691	TÙM (NIM×KÁR)		U+12250	CUNEIFORM SIGN NIM TIMES GAN2 TENU
692	KIR7 (NIM×NÍG+KÁR)		U+12251	CUNEIFORM SIGN NIM TIMES GAR PLUS GAN2 TENU
693	LAM		U+121F4	CUNEIFORM SIGN LAM
694	LAM×KUR (IŠ11, EŠ22)		U+121F5	CUNEIFORM SIGN LAM TIMES KUR
695	AMAR (ZUR)		U+1202B	CUNEIFORM SIGN AMAR
696	SISKUR (AMAR×ŠE)		U+1202C	CUNEIFORM SIGN AMAR TIMES SHE
697	AMAR×KUG			(Hittite)
698	UL (DU7)		U+1230C	CUNEIFORM SIGN U GUD
699	ŠITA4 (U.KID)			(U+1230B U plus U+121A4 KID)
700	ÚTU (U.GA, ŠU4.GA)			(U+1230B U plus U+120B5 GA)
701	GÌR		U+1210A	CUNEIFORM SIGN GIR3
701	PIRIG		U+1228A	CUNEIFORM SIGN PIRIG
701	GÌR%GÌR		U+1228E	CUNEIFORM SIGN PIRIG OPPOSING PIRIG
702	LULIM (GÌR×LU+IGI)		U+1210E	CUNEIFORM SIGN GIR3 TIMES LU PLUS IGI
703	ALIM (GÌR×A+IGI)		U+1210B	CUNEIFORM SIGN GIR3 TIMES A PLUS IGI
703	ALIM (GÌR×IGI)		U+1210D	CUNEIFORM SIGN GIR3 TIMES IGI
704	DUGUD		U+12082	CUNEIFORM SIGN DUGUD
705	GIG (MI.NUNUZ)			(U+1222A MI plus U+1226D NUNUZ)
706	NIGIN4 (U.UD)			(U+1230B U plus U+12313 UD)
707	NÌGIN (U.UD.KID)			(U+1230B U plus U+12313 UD plus U+121A4 KID)
708	MAN (XX; 20; 2×U)			(U+1230B U plus U+1230B U)
709				(U+1230B U plus U+12434 ONE BURU)
710	KUŠU (U.GÌR)			(U+1230B U plus U+1210A GIR3)
710	KUŠU (U.PIRIG)			(U+1230B U plus U+1228A PIRIG)
711	EŠ (XXX; 30; SIN)		U+1230D	CUNEIFORM SIGN U U U
712	NIMIN (XL; 40)		U+1240F	CUNEIFORM NUMERIC SIGN FOUR U
713	MAŠGI; BARGI		U+12310	CUNEIFORM SIGN U OVER U U REVERSED OVER U REVERSED
714	NINNU (L; 50)		U+12410	CUNEIFORM NUMERIC SIGN FIVE U
715	LX (60)		U+12411	CUNEIFORM NUMERIC SIGN SIX U
716	7(U)		U+12412	CUNEIFORM NUMERIC SIGN SEVEN U
717	8(U)		U+12413	CUNEIFORM NUMERIC SIGN EIGHT U
718	9(U)		U+12414	CUNEIFORM NUMERIC SIGN NINE U
719	LAGAR		U+121EC	CUNEIFORM SIGN LAGAR
720	DUL (U.TÚG, ŠU4.DUL5)			(U+1230B U plus U+12306 TUG2)
721	DU6 (LAGAR@g)		U+121EF	CUNEIFORM SIGN LAGAR GUNU
721	DU6&DU6.ŠE		U+121F0	CUNEIFORM SIGN LAGAR GUNU OVER LAGAR GUNU SHE
722	SU7 (LAGAR×ŠE)		U+121ED	CUNEIFORM SIGN LAGAR TIMES SHE
723	LAGAR×ŠE+SUM		U+121EE	CUNEIFORM SIGN LAGAR TIMES SHE PLUS SUM
724	IGI (ŠI, LIM)		U+12146	CUNEIFORM SIGN IGI
724	DIMSAR		U+12149	CUNEIFORM SIGN IGI OVER IGI SHIR OVER SHIR UD OVER UD
725	PÀD (PÀ; IGI.RU)			(U+12146 IGI plus U+12292 RU)
726	AR (IGI.RI)		U+12148	CUNEIFORM SIGN IGI RI
727	AGRIG (GIŠKIM; IGI.DUB)			(U+12146 IGI plus U+1207E DUB)
728	U6 (IGI.É)			(U+12146 IGI plus U+1208D E2)
729	SIG5 (IGI.ERIM)			(U+12146 IGI plus U+1209F ERIN2)
730	KURUM7 (IGI.ERIM)			(U+12146 IGI plus U+1209F ERIN2)
731	Ù (IGI.DIB)		U+12147	CUNEIFORM SIGN IGI DIB
732	LIBIR (IGI.ŠÈ)			(U+12146 IGI plus U+120A0 ESH2)
733	ḪUL (IGI.UR)			(U+12146 IGI plus U+12328 UR)
734	ḪUL4 (IGI.UR@s)			(U+12146 IGI plus U+1232A UR SHESHIG)
735	KURUM7 (IGI.NÍG)			(U+12146 IGI plus U+120FB GAR)
736	DI		U+12072	CUNEIFORM SIGN DI
737	KI		U+121A0	CUNEIFORM SIGN KI
738	KI×BAD		U+121A1	CUNEIFORM SIGN KI TIMES BAD
739	KI×UD		U+121A3	CUNEIFORM SIGN KI TIMES UD
740	KI×U		U+121A2	CUNEIFORM SIGN KI TIMES U
741			U+1227E	CUNEIFORM SIGN PESH2
742	KIMIN			(U+121A0 KI plus U+1222B MIN)
743	KIŠI4		U+12294	CUNEIFORM SIGN SAG NUTILLU
744	ŠUL (DUN)		U+12084	CUNEIFORM SIGN DUN
745	KUG (KÙ)		U+121AC	CUNEIFORM SIGN KU3
746	PAD (ŠUK)		U+1227B	CUNEIFORM SIGN PAD
747	XV (U.IÁ)			(U+1230B U plus 1240A FIVE DISH)
748	DIŠ (1)		U+12079	CUNEIFORM SIGN DISH
749	NIGIDA (DIŠ)			
750	LAL (LÁ)		U+121F2	CUNEIFORM SIGN LAL
751	LÁL (LAL×LAL)		U+121F3	CUNEIFORM SIGN LAL TIMES LAL
752	LÁL			(See Borger signs 751 and 849)
753	ME		U+12228	CUNEIFORM SIGN ME
754	MEŠ (ME.EŠ)			(U+12228 ME plus U+1230D U U U)
755	LAGAB (NÍGIN)		U+121B8	CUNEIFORM SIGN LAGAB
756	ENGUR (LAGAB×ḪAL)		U+121C9	CUNEIFORM SIGN LAGAB TIMES HAL
757	ZIKUM			
758	LAGAB×AN		U+121BE	CUNEIFORM SIGN LAGAB TIMES AN
759	LAGAB×KÍD		U+121E3	CUNEIFORM SIGN LAGAB TIMES TAK4
760	GIGIR (LAGAB×BAD)		U+121C0	CUNEIFORM SIGN LAGAB TIMES BAD
761	ÉSIR (LAGAB×NUMUN)		U+121D2	CUNEIFORM SIGN LAGAB TIMES KUL
762	LAGAB×NUMUN+ḪI+A		U+121D3	CUNEIFORM SIGN LAGAB TIMES KUL PLUS HI PLUS A
763	LAGAB×GI			
764	LAGAB×EN		U+121C3	CUNEIFORM SIGN LAGAB TIMES EN
765	LAGAB×DAR		U+121C2	CUNEIFORM SIGN LAGAB TIMES DAR
766	U8 (LAGAB×GU4+GU4		U+121C7	CUNEIFORM SIGN LAGAB TIMES GUD PLUS GUD
767	ZAR (LAGAB×SUM)		U+121E1	CUNEIFORM SIGN LAGAB TIMES SUM
768	UDUB (LAGAB×NE)		U+121DB	CUNEIFORM SIGN LAGAB TIMES NE
769	LAGAB×BI		U+121C1	CUNEIFORM SIGN LAGAB TIMES BI
770	LAGAB×UŠ		U+121EA	CUNEIFORM SIGN LAGAB TIMES USH
771	LAGAB×ŠÍTA		U+121DE	CUNEIFORM SIGN LAGAB TIMES SHITA PLUS GISH TENU
711	LAGAB×ŠÍTA+ERIM		U+121DD	CUNEIFORM SIGN LAGAB TIMES SHITA PLUS GISH PLUS ERIN2
772	LAGAB×GU4		U+121C6	CUNEIFORM SIGN LAGAB TIMES GUD
773	LAGAB×AL		U+121BD	CUNEIFORM SIGN LAGAB TIMES AL
774	LAGAB×Ú+AŠ		U+121E8	CUNEIFORM SIGN LAGAB TIMES U2 PLUS ASH
775	LAGAB×GA		U+121C4	CUNEIFORM SIGN LAGAB TIMES GA
776	ŠÁRA (LAGAB×SIG)		U+121CB	CUNEIFORM SIGN LAGAB TIMES IGI GUNU
777	LAGAB×LUL		U+121D7	CUNEIFORM SIGN LAGAB TIMES LUL
778	LAGAB×GE23		U+121BF	CUNEIFORM SIGN LAGAB TIMES ASH ZIDA TENU
779	LAGAB×ŠE+SUM		U+121DC	CUNEIFORM SIGN LAGAB TIMES SHE PLUS SUM
780	LAGAB×MUŠ		U+121DA	CUNEIFORM SIGN LAGAB TIMES MUSH
781	LAGAB×KAR+SU+NA		U+121E4	CUNEIFORM SIGN LAGAB TIMES TE PLUS A PLUS SU PLUS NA
782	LAGAB×LIŠ		U+121D5	CUNEIFORM SIGN LAGAB TIMES LISH
783	LAGAB×UD		U+121E9	CUNEIFORM SIGN LAGAB TIMES UD
784	LAGAB×AḪ		U+121CA	CUNEIFORM SIGN LAGAB TIMES HI TIMES NUN
785	LAGAB×IM		U+121CC	CUNEIFORM SIGN LAGAB TIMES IM
786	TÚL (PÚ; LAGAB×U)		U+121E5	CUNEIFORM SIGN LAGAB TIMES U
787	LAGAB×U+A		U+121E6	CUNEIFORM SIGN LAGAB TIMES U PLUS A
788	BUL (LAGAB×EŠ)		U+121E7	CUNEIFORM SIGN LAGAB TIMES U PLUS U PLUS U
789	LAGAB×KI		U+121CF	CUNEIFORM SIGN LAGAB TIMES KI
790	GARIM (LAGAB×KUG)		U+121D1	CUNEIFORM SIGN LAGAB TIMES KU3
791	LAGAB×ME		U+121D8	CUNEIFORM SIGN LAGAB TIMES ME
792	LAGAB×ME+EN		U+121D9	CUNEIFORM SIGN LAGAB TIMES ME PLUS EN
793	LAGAB×LU		U+121D6	CUNEIFORM SIGN LAGAB TIMES LU
794	LAGAB×KIN		U+121D0	CUNEIFORM SIGN LAGAB TIMES KIN
795	SUG (LAGAB×A)		U+121B9	CUNEIFORM SIGN LAGAB TIMES A
796	LAGAB×A+TAR			
797	LAGAB×A+DA+ḪA		U+121BA	CUNEIFORM SIGN LAGAB TIMES A PLUS DA PLUS HA
798	LAGAB×A+LAL		U+121BC	CUNEIFORM SIGN LAGAB TIMES A PLUS LAL
799	LAGAB×A+NÍG or LAGAB×A+GAR		U+121BB	CUNEIFORM SIGN LAGAB TIMES A PLUS GAR
800	LAGAB×ḪA		U+121C8	CUNEIFORM SIGN LAGAB TIMES HA
801	LAGAB×NÍG		U+121C5	CUNEIFORM SIGN LAGAB TIMES GAR
802	LAGAB×ŠÚ		U+121DF	CUNEIFORM SIGN LAGAB TIMES SHU2
803	LAGAB×ŠÚ+ŠÚ		U+121E0	CUNEIFORM SIGN LAGAB TIMES SHU2 PLUS SHU2
804	NIGIN (LAGAB+LAGAB, LAGAB.LAGAB)			(U+121B8 LAGAB plus U+121B8 LAGAB)
804	NIGIN (LAGAB×LAGAB)		U+121D4	CUNEIFORM SIGN LAGAB TIMES LAGAB
805	4×LAGAB		U+121EB	CUNEIFORM SIGN LAGAB SQUARED
806	NENNI (BUL+BUL, BUL.BUL)			(U+121E7  LAGAB TIMES U PLUS U PLUS U plus U+121E7 LAGAB TIMES U PLUS U PLUS U)
807	IB		U+12141	CUNEIFORM SIGN IB
808	KU (TUKUL, TUŠ)		U+121AA	CUNEIFORM SIGN KU
808	KU (DÚR)		U+12089	CUNEIFORM SIGN DUR2
809	TÚG (NÁM)		U+12306	CUNEIFORM SIGN TUG2
809	TÚG (NÁM)		U+12247	CUNEIFORM SIGN NAM2
810	ŠÈ (ÉŠ, GI7)		U+120A0	CUNEIFORM SIGN ESH2
810	ŠÈ (ZÌ)		U+12365	CUNEIFORM SIGN ZI3
811				(U+12079 DISH plus U+122D7 SHU
812	LU (UDU)		U+121FB	CUNEIFORM SIGN LU
813	DIB (DAB)		U+12073	CUNEIFORM SIGN DIB
814	ÀD (LU×BAD; UDU×ÚŠ)		U+121FC	CUNEIFORM SIGN LU TIMES BAD
815	KIN		U+121A5	CUNEIFORM SIGN KIN
816	SÍG (SÍK, SIKI)		U+122E0	CUNEIFORM SIGN SIK2
817	DARA4 (SÍG+AŠ)		U+12071	CUNEIFORM SIGN DARA4
818	EREN (SÍG.NUN)		U+1209E	CUNEIFORM SIGN EREN
819	GUR7 (SÍG.AḪ.ME.U)		U+12126	CUNEIFORM SIGN GUR7
820	MUNŠUB (MUNSUB; SÍG.SUḪUR)		U+12230	CUNEIFORM SIGN MUNSUB
821	ŠÉŠ (SÍG.LAM)		U+122C1	CUNEIFORM SIGN SHESH2
822	SÍG.LAM.AḪ.ME.U			(Identification uncertain)
823	MÚNŠUB (MÚNSUB; SÍG.LAM.SUḪUR)			(U+122C1 SHESH2 plus U+122E6 SUHUR)
824	DIŠ.U			(U+12079 DISH plus U+1230B U)
825	MIN (2)		U+1222B	CUNEIFORM SIGN MIN
826	ŠUŠANA (1/3)		U+1245A	CUNEIFORM NUMERIC SIGN ONE THIRD DISH
827	TUK (TUG)		U+12307	CUNEIFORM SIGN TUK
828	UR		U+12328	CUNEIFORM SIGN UR
828	URBINGU (UR%UR)		U+12329	CUNEIFORM SIGN UR CROSSING UR
829	UR@s		U+1232A	CUNEIFORM SIGN UR SHESHIG
830	GIDIM		U+12107	CUNEIFORM SIGN GIDIM
831				(U+1222B MIN plus U+1230D U U U)
832	ŠANABI (2/3)		U+1245B	CUNEIFORM NUMERIC SIGN TWO THIRDS DISH
833	UDUG		U+1231C	CUNEIFORM SIGN UDUG
834	EŠ5(3)		U+12408	CUNEIFORM SIGN NUMERIC SIGN THREE DISH
835	UR		U+12334	CUNEIFORM SIGN UR4
836	GÍN (TÙN)		U+12085	CUNEIFORM SIGN DUN3
837	IŠŠEBU (3,20)			(U+12408 THREE DISH plus U+1230B U plus U+1230B U)
838	KINGUSILA (5/6)		U+1245C	CUNEIFORM NUMERIC SIGN FIVE SIXTHS DISH
839	A		U+12000	CUNEIFORM SIGN A
839	A.TU.GAB/DUḪ.LIŠ		U+12037	CUNEIFORM SIGN ASAL2
840	AGAM (A×BAD)		U+12002	CUNEIFORM SIGN A TIMES BAD
841	A×SAG		U+12008	CUNEIFORM SIGN A TIMES SAG
842	A×MUŠ		U+12007	CUNEIFORM SIGN A TIMES MUSH
843	A×DU6		U+12006	CUNEIFORM SIGN A TIMES LAGAR GUNU
844	A×IGI		U+12005	CUNEIFORM SIGN A TIMES IGI
845	EDURU (A×A)		U+12001	CUNEIFORM SIGN A TIMES A
846	ZÀḪ (A×ḪA)		U+12004	CUNEIFORM SIGN A TIMES HA
847	DIŠ&DIŠ			
848	NIGIDAMIN (DIŠ&DIŠ)		U+12456	CUNEIFORM NUMERIC SIGN NIGIDAMIN
849				(U+12456 NIGIDAMIN plus U+1227D PAP)
850	NIGIDAEŠ (DIŠ&DIŠ.DIŠ)		U+12457	CUNEIFORM NUMERIC SIGN NIGIDAESH
851	ZA		U+1235D	CUNEIFORM SIGN ZA
852	LIMMU5 ("ZA")		U+1235D	CUNEIFORM SIGN ZA
852			U+12409	CUNEIFORM NUMERIC SIGN FOUR DISH
853	NIGIDALIMMU ("ZA")		U+1235D	CUNEIFORM SIGN ZA
853	NIGIDALIMU ("ZA")		U+12409	CUNEIFORM NUMERIC SIGN FOUR DISH
854	AD4 (ZA@t)		U+1235E	CUNEIFORM SIGN ZA TENU
855	GIŠTA'E (4×ZA×KUR)		U+1235F	CUNEIFORM SIGN ZA SQUARED TIMES KUR
856	ḪA (KU6)		U+12129	CUNEIFORM SIGN HA
857	ZUBUD (ḪA@t)		U+1212A	CUNEIFORM SIGN HA TENU
858	GUG (ZA.GUL)			(U+1235D ZA plus U+12122 GUL)
859	NÍG (GAR, NINDA)		U+120FB	CUNEIFORM SIGN GAR
860	LIMMU ("NÍG", 4)		U+1243C	CUNEIFORM NUMERIC SIGN FOUR VARIANT FORM LIMMU
861	IÁ (5)		U+1240A	CUNEIFORM NUMERIC SIGN FIVE DISH
862	ÀŠ (6)		U+1240B	CUNEIFORM NUMERIC SIGN SIX DISH
863	IMIN (7)		U+12153	CUNEIFORM SIGN IMIN
863	IMIN (7)		U+1240C	CUNEIFORM NUMERIC SIGN SEVEN DISH
864	USSU (8)		U+1240D	CUNEIFORM NUMERIC SIGN EIGHT DISH
865	DIŠ&DIŠ&DIŠ		U+12449	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU A
866	IMIN (7)		U+12442	CUNEIFORM NUMERIC SIGN SEVEN VARIANT FORM IMIN A
867	USSU (8)		U+12444	CUNEIFORM NUMERIC SIGN EIGHT VARIANT FORM USSU
868	ILIMMU (9)		U+12446	CUNEIFORM NUMERIC SIGN NINE VARIANT FORM ILIMMU
869	ŠÚ		U+122D9	CUNEIFORM SIGN SHU2
869			U+1245F	CUNEIFORM NUMERIC SIGN ONE EIGHTH ASH
870	ÉN (ŠÚ.AN)			(U+122D9 SHU2 plus U+1202D AN)
871	KÈŠ (ÉN.ŠÁR×GAD)			(U+122D9 SHU2 plus U+1202D AN plus U+12132 HI TIMES GAD)
872	KUNGA (ŠÚ.MUL)			(U+122D9 SHU2 plus U+1202F AN THREE TIMES)
873	ŠEG8 (ŠÚ.NAGA)			(U+122D9 SHU2 plus U+12240 NAGA)
874	LIL5 (ŠÚ.NE)			(U+122D9 SHU2 plus U+12248 NE)
875	GÍBIL (ŠÚ.ÁŠ)			(U+122D9 SHU2 plus U+1203E ASH2)
876	ŠUDUN (ŠUDUL; ŠÚ.DUN4)			(U+122D9 SHU2 plus U+12088 DUN4)
877	ḪÚL		U+1213E	CUNEIFORM SIGN HUL2
878	ŠEG9 (ŠÚ.ŠE.KU.GAG)		U+122BE	CUNEIFORM SIGN SHEG9
879	LÌL (ŠÚ.EŠ)			(U+122D9 SHU2 plus U+1230D U U U)
880	ŠÚ.UR@s			(U+122D9 SHU2 plus U+1232A UR SHESHIG)
881	SIG		U+122DD	CUNEIFORM SIGN SIG
882	PÉŠ		U+1227E	CUNEIFORM SIGN PESH2
883	MUNUS (SAL)		U+122A9	CUNEIFORM SIGN SAL
884	ZUM		U+1236E	CUNEIFORM SIGN ZUM
885	ZÚM (ZUM×LAGAB)		U+122AA	CUNEIFORM SIGN SAL LAGAB TIMES ASH2
886	NIN9 (MUNUS.KU)			(U+122A9 SAL plus U+121AA KU)
887	NIN (MUNUS.TÚG)			(U+122A9 SAL plus U+12306 TUG2)
888	MUNUS+MA			(U+122A9 SAL plus U+12220 MA)
889	DAM		U+1206E	CUNEIFORM SIGN DAM
890	GÉME (MUNUS.KUR)			(U+122A9 SAL plus U+121B3 KUR)
891	GU		U+12116	CUNEIFORM SIGN GU
892	SÙḪ (GU%GU)		U+12117	CUNEIFORM SIGN GU CROSSING GU
893	NAGAR		U+12244	CUNEIFORM SIGN NAGAR
894	TUGUL (NAGAR.AD4)			(U+12244 NAGAR plus U+1235E ZA TENU)
895	MUNUS.LAGAR			(U+122A9 SAL plus U+121EC LAGAR)
896	KÚŠU		U+121B5	CUNEIFORM SIGN KUSHU2
897	ÉGI (MUNUS.ŠÈ)			(U+122A9 SAL plus U+120A0 ESH2)
898	NIG (MUNUS.UR)			(U+122A9 SAL plus U+12328 UR)
899	EL		U+12096	CUNEIFORM SIGN EL
900	LUM (ḪUM)		U+1221D	CUNEIFORM SIGN LUM
901	MÚRGU ("LUM")		U+12231	CUNEIFORM SIGN MURGU2
902	LUM&LUM		U+1221E	CUNEIFORM SIGN LUM OVER LUM
903	LUM&LUM.ŠÚ			(U+1221E LUM OVER LUM plus U+122D9 SHU2)
904	LÙGUD (LUM&LUM.NÍG&NÍG)		U+1221F	CUNEIFORM SIGN LUM OVER LUM GAR OVER GAR
905	SIG4		U+122DE	CUNEIFORM SIGN SIG4
906	MURGU ("SIG4")		U+12231	CUNEIFORM SIGN MURGU2
907	SIG4&SIG4.ŠÚ		U+122DF	CUNEIFORM SIGN SIG4 OVER SIG4 SHU2
